Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy,Country_copy,Area (sq. mi.),Pop. Density (per sq. mi.)
68,0,2012,66.8,104.2,281.847,3.0,87,64,23.2,87,87,2.03,590,1.6,7.7,7.5,2.8,0,1,55.6,Guinea-Bissau,36120.0,44.29678848283499
96,3,2010,2.3,2.8,74.016,11.84,94,86,26.1,96,99,0.1,106544,0.51,0.9,0.9,11.8,1,0,80.6,Luxembourg,2586.0,197.21577726218098
39,2,2013,8.2,9.6,88.8035,3.02,94,92,27.1,95,95,0.19,11090,4.74,1.7,1.7,8.5,0,1,79.2,CostaRica,51100.0,92.75929549902153
133,7,2009,8.6,10.7,254.149,11.25,98,97,26.1,98,98,0.08,8382,142.79,2.3,2.5,11.5,0,1,68.7,RussianFederation,17075200.0,8.362420352323838
159,6,2011,49.4,58.8,160.701,0.44,67,64,20.8,66,67,0.08,1234,1.11,11.3,11.4,4.5,0,1,67.5,Timor-Leste,15007.0,73.96548277470514
128,1,2013,23.9,30.5,202.9915,4.61,89,54,22.9,85,89,0.07,2740,98.87,1.0,9.7,9.1,0,1,70.3,Philippines,300000.0,329.56666666666666
103,0,2007,65.0,103.7,218.0,0.022,74,64,24.4,75,75,0.28,1510,3.2,9.4,9.1,3.5,0,1,61.8,Mauritania,1030700.0,3.1046861356359754
24,3,2011,8.7,10.4,139.9065,9.88,96,94,26.1,95,95,0.03,6605,7.35,2.0,2.0,10.7,1,0,74.2,Bulgaria,110910.0,66.26994860697863
64,3,2005,4.0,4.6,79.077,9.15,93,77,26.9,96,96,0.05,22186,10.99,0.8,0.7,9.8,1,0,79.2,Greece,131940.0,83.29543731999394
3,0,2005,100.9,166.1,318.546,3.49,67,64,22.3,14,38,1.49,2407,19.43,1.0,9.9,4.4,0,1,50.2,Angola,1246700.0,15.585144782225074
78,3,2014,3.3,3.8,62.447,10.88,95,86,27.3,96,96,0.07,50010,4.66,0.3,0.2,12.3,1,0,81.3,Ireland,70280.0,66.30620375640297
175,1,2012,17.9,22.4,128.8585,2.57,97,65,21.3,97,97,0.14,2217,89.8,14.4,15.0,7.8,0,1,75.0,Vietnam,329560.0,272.48452482097343
106,6,2013,25.6,30.7,167.636,1.6,83,65,29.5,81,81,0.17,2923,0.11,0.2,0.2,8.0,0,1,67.0,"Micronesia,Fed.Sts.",702.0,156.6951566951567
69,8,2013,28.8,35.0,212.365,5.72,98,95,26.1,98,98,0.58,5505,0.76,5.5,5.3,8.3,0,1,68.8,Guyana,214970.0,3.535377029352933
73,7,2010,2.2,2.7,53.441,6.79,88,92,26.0,96,96,0.05,48194,0.32,0.9,0.9,10.6,1,0,81.9,Iceland,103000.0,3.1067961165048543
80,3,2011,3.3,3.9,56.2325,6.98,96,83,25.7,96,96,0.08,32229,59.38,0.5,0.5,9.8,1,0,82.2,Italy,301230.0,197.12512033993957
134,0,2014,35.7,49.7,209.3335,6.5,98,87,21.9,98,98,0.66,708,11.08,5.8,5.8,4.0,0,1,66.9,Rwanda,26338.0,420.6849419090288
37,0,2007,90.4,126.7,297.835,2.91,70,64,21.3,72,70,0.68,381,58.45,11.1,1.9,4.8,0,1,55.1,"Congo,Dem.Rep.",2345410.0,24.92101594177564
178,0,2006,53.4,95.0,653.918,2.35,68,64,23.5,71,70,8.78,1091,12.16,8.6,8.6,6.8,0,1,43.9,Zimbabwe,390580.0,31.133186543089764
74,1,2005,55.7,74.4,207.188,1.25,80,34,21.0,65,65,0.16,954,1147.61,27.2,28.1,4.8,0,1,64.5,India,3287590.0,349.0733333536116
45,3,2006,4.0,4.8,92.1215,11.02,88,91,25.2,93,93,0.04,53687,5.44,1.2,0.9,12.8,1,0,78.1,Denmark,43094.0,126.2356708590523
87,4,2008,9.4,10.9,74.978,0.032,99,86,28.9,99,99,0.13,39777,2.66,3.3,3.1,6.5,0,1,74.0,Kuwait,17820.0,149.27048260381594
71,2,2013,17.7,20.7,149.23,2.7,97,83,26.4,99,97,0.07,2228,8.8,2.2,2.1,5.8,0,1,74.1,Honduras,112090.0,78.50834151128558
93,0,2004,97.2,139.8,319.556,4.25,58,64,23.3,47,31,3.5,540,3.14,8.5,8.5,3.7,0,1,54.4,Liberia,111370.0,28.194307264074705
142,1,2008,2.3,2.8,62.236,1.69,97,96,23.5,97,97,0.12,44602,4.84,2.1,2.1,10.5,0,1,80.8,Singapore,693.0,6984.126984126984
9,1,2008,36.8,42.7,139.7585,1.12,68,79,26.2,85,81,0.12,4693,8.76,2.8,2.9,10.2,0,1,70.2,Azerbaijan,86600.0,101.15473441108546
25,0,2011,66.3,116.9,276.3855,5.32,91,28,21.9,90,91,0.28,603,16.08,8.8,8.4,1.4,0,1,57.8,BurkinaFaso,274200.0,58.643326039387304
93,0,2003,104.3,151.3,332.2065,4.23,58,64,23.2,49,35,3.5,536,3.08,8.7,8.7,3.7,0,1,53.6,Liberia,111370.0,27.65556253928347
59,0,2008,43.9,66.7,295.939,8.31,82,64,24.6,81,82,2.15,6846,1.52,6.8,6.6,7.3,0,1,59.9,Gabon,267667.0,5.678697784934266
175,1,2014,17.6,22.0,125.984,2.78,95,65,21.6,96,95,0.12,2438,91.71,14.3,14.7,7.8,0,1,75.1,Vietnam,329560.0,278.2801310838694
87,4,2009,9.2,10.7,71.642,0.1,99,94,29.0,99,99,0.13,34800,2.82,3.3,3.2,6.6,0,1,74.2,Kuwait,17820.0,158.24915824915826
162,2,2014,17.8,19.9,169.9695,5.9,92,93,27.4,94,92,0.4,18167,1.36,5.8,6.0,10.8,0,1,72.8,TrinidadandTobago,5128.0,265.21060842433695
50,2,2012,15.1,17.6,190.07,2.41,92,95,27.3,93,92,0.2,3529,6.24,1.6,1.6,6.7,0,1,71.7,ElSalvador,21040.0,296.5779467680608
142,1,2009,2.3,2.8,60.491,1.73,96,95,23.5,97,97,0.12,43333,4.99,2.1,2.1,10.5,0,1,81.2,Singapore,693.0,7200.5772005772005
166,0,2008,54.5,86.8,384.1585,11.37,71,64,21.8,69,71,3.44,725,30.43,6.2,6.2,5.2,0,1,55.0,Uganda,236040.0,128.91882731740384
72,3,2010,5.1,6.0,156.927,10.7,88,99,26.8,99,99,0.08,11314,10.0,1.8,1.8,11.9,1,0,74.2,Hungary,93030.0,107.49220681500591
76,4,2012,15.0,17.5,86.748,0.02,98,65,25.9,99,99,0.05,5302,75.54,8.0,8.2,9.5,0,1,74.8,"Iran,IslamicRep.",1648000.0,45.8373786407767
1,7,2012,10.0,11.2,79.762,4.43,99,99,26.3,99,99,0.03,3736,2.9,1.3,1.4,9.6,0,1,77.3,Albania,28748.0,100.87658271879783
42,2,2006,5.7,7.2,99.5345,4.17,89,97,25.0,99,89,0.14,5808,11.26,3.4,3.2,10.1,0,1,77.9,Cuba,110860.0,101.56954717661915
125,6,2004,50.4,66.2,255.71,0.55,60,65,24.5,59,62,0.61,1814,6.35,1.5,1.4,3.5,0,1,60.2,PapuaNewGuinea,462840.0,13.719643937429781
65,2,2008,12.7,14.7,157.714,9.04,99,86,26.2,99,99,0.4,8736,0.11,3.8,3.9,8.1,0,1,73.0,Grenada,344.0,319.7674418604651
174,8,2014,15.4,18.0,143.0785,6.6,78,83,26.6,79,78,0.4,16056,30.04,1.6,1.5,10.0,0,1,72.8,"Venezuela,RB",912050.0,32.936790746121375
10,2,2003,14.3,16.7,182.864,10.59,88,83,27.0,93,92,0.75,35456,0.31,2.6,2.5,10.9,0,1,72.0,"Bahamas,The",13940.0,22.23816355810617
132,3,2001,17.3,20.5,176.1925,12.07,98,97,24.9,99,99,0.05,4853,22.13,3.8,4.2,9.7,1,0,71.2,Romania,237500.0,93.17894736842105
18,1,2000,57.5,77.2,291.8915,1.66,98,77,22.2,98,92,0.21,1108,0.59,19.2,19.9,2.3,0,1,60.9,Bhutan,47000.0,12.553191489361701
127,8,2004,22.0,28.3,144.121,4.54,92,51,25.4,81,86,0.19,3671,27.62,1.3,1.3,8.6,0,1,72.6,Peru,1285220.0,21.490484119450368
144,3,2005,3.5,4.2,101.813,11.19,88,99,25.7,95,95,0.03,19239,2.0,1.9,2.0,11.7,1,0,77.6,Slovenia,20273.0,98.65338134464558
4,2,2000,12.6,15.5,156.232,6.86,98,58,25.1,96,95,0.1,14070,0.08,3.7,3.6,7.0,0,1,73.9,AntiguaandBarbuda,443.0,180.58690744920995
114,1,2001,55.8,74.6,229.513,0.091,46,65,20.8,73,72,0.17,578,24.35,18.3,19.0,2.5,0,1,62.9,Nepal,147181.0,165.4425503291865
162,2,2000,24.7,27.9,193.695,4.81,83,77,25.9,90,90,0.4,10669,1.27,6.7,7.2,9.2,0,1,69.4,TrinidadandTobago,5128.0,247.65990639625585
31,0,2015,87.9,123.3,411.0745,0.9,47,64,22.8,51,47,1.12,377,4.49,8.2,8.2,4.2,0,1,50.9,CentralAfricanRepublic,622984.0,7.207247698175234
166,0,2007,57.9,92.8,398.626,10.77,73,64,21.7,70,73,3.56,688,29.49,6.3,6.3,4.8,0,1,53.9,Uganda,236040.0,124.93645144890696
122,4,2002,12.5,14.5,122.173,0.53,99,98,25.5,99,99,0.05,20702,2.33,7.1,6.8,5.9,0,1,73.0,Oman,212460.0,10.966770215569989
121,7,2008,2.9,3.6,66.2655,6.75,88,95,26.3,94,94,0.03,75044,4.77,0.7,0.7,12.7,1,0,80.6,Norway,323802.0,14.731224637278336
105,5,2005,19.5,22.9,123.4585,5.03,98,97,27.2,98,98,0.15,8878,106.01,1.8,1.7,7.6,0,1,75.3,Mexico,1972550.0,53.74261742414641
138,0,2011,40.7,62.1,206.2,0.21,92,33,22.8,89,92,0.16,1133,13.03,1.2,1.1,2.4,0,1,64.9,Senegal,196190.0,66.41520974565472
92,0,2012,70.2,92.7,527.8865,2.47,95,82,24.8,93,95,11.57,1097,2.01,6.4,6.2,5.9,0,1,47.4,Lesotho,30355.0,66.21643880744523
171,8,2004,13.2,15.1,118.88,5.88,94,92,26.2,95,94,0.18,9464,3.32,1.7,1.6,8.0,0,1,75.6,Uruguay,176220.0,18.840086255816594
123,1,2010,70.1,87.1,169.1665,0.04,82,34,23.4,52,82,0.13,1239,179.42,2.2,2.7,4.7,0,1,65.3,Pakistan,803940.0,223.17585889494242
133,7,2013,7.6,9.4,220.997,9.77,97,97,26.2,98,97,0.08,9622,143.51,2.3,2.3,11.8,0,1,70.6,RussianFederation,17075200.0,8.404586769115442
167,7,2012,9.2,10.7,203.7885,8.54,46,54,26.4,72,76,0.26,2460,45.59,2.4,2.4,11.3,0,1,70.9,Ukraine,603700.0,75.51764121252278
93,0,2001,119.7,176.6,330.7235,4.42,58,64,23.1,54,42,3.5,770,2.95,9.0,9.0,3.5,0,1,52.2,Liberia,111370.0,26.488282302235792
135,6,2011,16.5,19.2,124.37,2.1,58,50,31.6,79,65,0.17,4219,0.19,0.2,0.1,10.2,0,1,71.9,Samoa,2944.0,64.53804347826087
24,3,2014,7.3,8.7,139.2615,10.3,95,89,26.3,88,88,0.03,6797,7.22,1.9,1.9,10.9,1,0,74.5,Bulgaria,110910.0,65.09782706699126
40,0,2012,71.0,100.1,413.238,1.2,82,64,23.6,83,82,1.0,1637,21.55,5.9,5.9,4.5,0,1,54.3,Coted'Ivoire,322460.0,66.8299944179123
45,3,2010,3.5,4.1,83.927,10.27,88,85,25.3,90,90,0.04,51173,5.55,1.1,0.9,12.7,1,0,79.1,Denmark,43094.0,128.78823038009932
162,2,2009,20.7,23.2,179.4475,5.93,90,80,26.9,90,90,0.4,17700,1.32,6.0,6.4,10.7,0,1,71.7,TrinidadandTobago,5128.0,257.41029641185645
154,7,2002,4.5,5.4,71.8885,10.85,88,71,24.9,95,93,0.1,74138,7.28,0.6,0.5,11.7,1,0,80.4,Switzerland,41290.0,176.3138774521676
160,0,2001,73.7,116.4,333.336,0.88,81,64,22.1,51,50,2.66,496,5.06,9.2,9.1,4.0,0,1,53.6,Togo,56785.0,89.10803909483138
101,0,2001,98.8,181.1,323.509,0.6,78,64,21.6,56,49,0.99,641,11.27,1.8,1.7,1.3,0,1,48.8,Mali,1240000.0,9.088709677419354
35,8,2010,15.7,18.3,147.6795,4.22,88,74,25.7,88,88,0.21,5163,45.22,2.2,2.0,7.4,0,1,75.4,Colombia,1138910.0,39.704629865397614
101,0,2004,90.7,162.2,307.8875,0.55,73,64,22.0,70,69,0.81,667,12.37,1.1,1.0,1.6,0,1,51.2,Mali,1240000.0,9.975806451612904
34,1,2013,9.8,12.5,86.4435,5.62,99,99,23.5,99,99,0.1,7056,1363.24,3.8,3.2,7.5,0,1,75.3,China,9596960.0,142.04914889715076
98,0,2012,45.6,70.7,325.5425,1.87,96,64,22.6,95,96,3.69,362,15.4,6.6,6.5,4.3,0,1,58.6,Malawi,118480.0,129.9797434166104
2,0,2008,25.3,29.5,108.0665,0.37,91,96,24.9,92,93,0.02,3856,34.73,6.0,5.9,6.7,0,1,74.3,Algeria,2381740.0,14.581776348383954
147,0,2003,48.4,75.7,494.388,7.32,71,52,26.4,70,69,11.87,5203,46.72,13.5,16.1,8.8,0,1,53.7,SouthAfrica,1219912.0,38.297844434680535
35,8,2004,18.9,22.1,160.261,4.13,89,70,25.2,89,89,0.21,4257,42.08,2.4,2.2,6.6,0,1,74.0,Colombia,1138910.0,36.94760780044077
105,5,2006,18.8,22.1,122.558,5.2,98,91,27.2,98,98,0.16,9143,107.56,1.8,1.7,8.0,0,1,75.3,Mexico,1972550.0,54.52840232186763
74,1,2009,47.2,61.4,194.7545,2.46,37,34,21.3,73,74,0.11,1162,1217.73,27.0,27.8,5.3,0,1,66.2,India,3287590.0,370.4020270167509
143,3,2003,7.3,8.8,144.053,10.23,99,97,25.6,98,99,0.01,10178,5.37,1.5,1.6,10.4,1,0,73.6,SlovakRepublic,48845.0,109.93960487255605
147,0,2013,30.1,39.3,384.094,7.21,73,50,27.1,79,73,7.97,6285,53.69,5.4,6.5,9.9,0,1,61.1,SouthAfrica,1219912.0,44.01137131202906
94,0,2003,21.9,25.5,139.5715,0.012,96,90,27.1,95,95,0.06,11265,5.62,5.6,5.4,6.1,0,1,71.5,Libya,1759540.0,3.1940166179796994
166,0,2014,40.6,58.8,316.5765,7.25,78,64,22.3,78,78,2.26,834,36.91,5.7,5.6,5.5,0,1,60.7,Uganda,236040.0,156.371801389595
28,1,2005,52.8,64.7,221.5355,1.1,84,48,21.1,82,82,0.35,696,13.27,11.5,11.6,3.5,0,1,63.1,Cambodia,181040.0,73.29871851524526
27,0,2004,24.0,28.6,139.353,4.25,91,96,23.7,94,93,0.38,2287,0.46,8.7,8.7,4.2,0,1,70.2,CaboVerde,4033.0,114.05901314158194
6,7,2001,25.7,29.1,143.7555,2.87,69,96,25.7,97,94,0.08,1422,3.05,2.1,2.1,10.7,0,1,71.8,Armenia,29800.0,102.3489932885906
121,7,2002,3.7,4.6,78.9785,5.89,88,90,25.8,93,93,0.03,69106,4.54,0.8,0.7,12.1,1,0,79.0,Norway,323802.0,14.020914015355062
167,7,2003,13.6,15.8,262.4035,6.81,77,99,25.9,99,97,0.49,1833,47.81,2.8,2.9,10.6,0,1,68.2,Ukraine,603700.0,79.19496438628458
144,3,2014,2.2,2.7,69.2825,10.92,88,94,26.4,95,95,0.01,20454,2.06,1.4,1.4,11.9,1,0,81.1,Slovenia,20273.0,101.61298278498495
93,0,2014,66.0,92.1,246.675,3.02,63,64,24.0,62,50,3.5,740,4.36,6.7,6.5,4.4,0,1,61.7,Liberia,111370.0,39.148783334829844
53,3,2002,7.3,9.3,211.7,12.16,93,94,25.6,94,94,0.08,11417,1.38,2.3,2.4,11.9,1,0,70.9,Estonia,45226.0,30.51342148321762
74,1,2003,60.0,81.1,213.299,1.17,67,34,20.9,57,61,0.19,845,1111.52,27.3,28.3,4.7,0,1,63.7,India,3287590.0,338.09568711426914
18,1,2008,38.0,47.8,234.5365,0.16,96,72,23.1,96,96,0.17,1909,0.67,17.1,17.8,2.3,0,1,67.3,Bhutan,47000.0,14.25531914893617
41,3,2001,6.9,8.0,121.781,13.69,96,98,25.7,94,94,0.01,9428,4.3,2.0,2.0,9.8,1,0,74.5,Croatia,56542.0,76.0496621980121
7,6,2015,3.3,3.9,61.7325,9.68,93,93,27.1,93,93,0.04,56707,23.82,0.6,0.6,12.8,1,0,82.4,Australia,7686850.0,3.0987985976050005
151,2,2000,19.2,22.2,183.408,5.13,99,83,25.5,99,98,0.4,5339,0.11,4.0,3.9,7.6,0,1,70.8,St.VincentandtheGrenadines,389.0,282.7763496143959
49,0,2015,19.8,23.3,149.529,0.18,93,64,29.5,93,93,0.13,3563,92.44,2.8,2.8,7.1,0,1,71.3,"Egypt,ArabRep.",1001450.0,92.30615607369315
177,0,2000,90.2,155.9,603.461,2.82,81,39,21.5,85,85,9.75,774,10.42,7.5,7.5,5.9,0,1,44.0,Zambia,752614.0,13.845078619318802
177,0,2004,67.1,115.2,545.294,2.75,81,39,21.8,84,83,8.23,879,11.55,7.2,7.1,6.2,0,1,47.4,Zambia,752614.0,15.346512289168153
22,8,2009,17.5,19.5,157.279,6.95,99,55,25.7,99,99,0.25,8169,193.89,3.0,2.9,6.8,0,1,73.3,Brazil,8511965.0,22.778524112822364
15,3,2003,4.3,5.2,93.89,11.28,64,78,25.6,96,95,0.08,36617,10.38,0.8,0.8,10.4,1,0,78.1,Belgium,30528.0,340.0157232704403
104,0,2009,12.5,14.6,153.4275,2.8,99,85,24.9,99,99,1.04,7508,1.25,7.3,7.3,8.0,0,1,72.9,Mauritius,2040.0,612.7450980392157
72,3,2002,7.6,9.0,184.567,13.28,88,99,26.1,98,99,0.08,9829,10.16,2.2,2.2,10.3,1,0,72.3,Hungary,93030.0,109.212082124046
107,7,2004,18.3,21.5,232.9535,7.61,99,92,26.2,98,98,0.35,1770,2.9,3.2,3.4,10.1,0,1,67.7,Moldova,33843.0,85.6898029134533
40,0,2010,74.7,106.3,420.1715,1.12,85,64,23.5,81,85,1.24,1687,20.53,6.3,6.2,4.2,0,1,53.0,Coted'Ivoire,322460.0,63.66681138745891
45,3,2005,4.2,5.0,90.2045,11.26,88,91,25.1,93,93,0.04,51836,5.42,1.2,1.0,12.8,1,0,77.8,Denmark,43094.0,125.77156912795284
61,7,2015,9.4,10.5,156.2355,6.95,94,91,27.5,91,94,0.14,4014,3.73,2.7,2.8,12.7,0,1,73.0,Georgia,69700.0,53.51506456241033
168,4,2001,9.3,10.9,95.5935,1.62,92,92,27.2,94,94,0.13,58422,3.3,5.3,5.1,8.4,0,1,74.5,UnitedArabEmirates,82880.0,39.816602316602314
116,6,2000,6.1,7.4,85.7,8.83,90,86,26.7,82,90,0.02,30863,3.86,0.3,0.3,11.6,1,0,78.6,NewZealand,268680.0,14.366532678278993
13,2,2007,14.2,15.4,112.486,8.07,93,96,27.1,93,93,0.49,18205,0.28,3.9,3.9,9.3,0,1,78.1,Barbados,431.0,649.6519721577727
92,0,2005,74.0,116.1,604.613,1.94,87,68,24.3,88,89,16.19,836,2.0,9.3,9.2,5.3,0,1,42.7,Lesotho,30355.0,65.88700378850272
169,7,2002,5.4,6.3,85.37,11.33,88,86,26.5,91,91,0.08,40563,59.37,0.7,0.5,11.9,1,0,78.1,UnitedKingdom,244820.0,242.50469732864963
63,0,2003,58.0,88.5,293.6475,1.91,80,55,22.9,80,80,1.48,1105,20.75,8.6,8.5,6.3,0,1,57.8,Ghana,239460.0,86.65330326568112
74,1,2002,62.1,84.5,216.3545,1.08,67,34,20.8,58,59,0.22,797,1093.32,27.4,28.4,4.6,0,1,63.3,India,3287590.0,332.5597169963408
73,7,2001,3.1,3.9,69.582,6.32,88,90,25.6,92,92,0.02,43288,0.28,1.0,0.9,9.6,1,0,80.7,Iceland,103000.0,2.7184466019417477
82,1,2001,3.1,4.3,71.4415,8.01,83,86,22.5,81,95,0.17,31476,127.15,1.7,1.4,10.8,1,0,81.4,Japan,377835.0,336.5225561422314
61,7,2003,25.5,28.8,171.3125,2.79,48,57,26.1,74,75,0.05,1984,3.95,2.9,3.0,12.0,0,1,70.3,Georgia,69700.0,56.67144906743185
55,0,2013,47.3,69.6,234.3685,0.57,72,64,20.5,70,72,0.25,556,95.39,1.6,1.4,2.5,0,1,64.0,Ethiopia,1127127.0,84.63110190777081
120,7,2001,13.2,14.8,121.482,4.4,74,97,25.7,91,91,0.08,3169,2.03,2.8,2.8,6.8,0,1,73.4,NorthMacedonia,25333.0,80.13263332412268
163,0,2006,17.9,21.0,103.28,1.32,99,98,25.6,99,99,0.03,3494,10.2,6.3,6.3,5.9,0,1,74.4,Tunisia,163610.0,62.34337754415989
109,7,2012,4.6,5.5,106.849,9.37,90,97,26.2,94,94,0.03,5996,0.62,1.9,1.9,11.2,0,1,76.2,Montenegro,5332.8,116.26162616261625
150,2,2013,18.5,20.9,139.7475,8.93,99,83,29.4,99,99,0.4,10148,0.18,4.3,4.3,8.4,0,1,75.3,St.Lucia,616.0,292.2077922077922
93,0,2005,90.7,129.6,306.9055,4.2,58,64,23.4,66,60,3.5,554,3.22,8.3,8.3,3.8,0,1,55.4,Liberia,111370.0,28.912633563796355
66,2,2011,27.6,33.4,173.86,2.05,88,83,26.1,88,88,0.05,3689,14.52,1.2,1.2,5.3,0,1,71.9,Guatemala,108890.0,133.34557810634584
56,6,2003,19.2,22.5,215.093,2.07,99,85,26.5,95,94,0.04,4339,0.82,4.2,3.9,9.3,0,1,66.2,Fiji,18270.0,44.88232074438971
119,0,2006,92.3,150.1,392.374,11.18,27,64,22.8,46,40,0.95,2013,142.54,12.6,12.6,5.2,0,1,48.8,Nigeria,923768.0,154.30281196144486
113,0,2012,37.9,50.5,354.013,2.37,84,64,23.9,84,84,5.38,4421,2.19,9.5,9.4,6.4,0,1,59.4,Namibia,825418.0,2.6532011659547043
29,0,2002,83.7,137.5,410.158,4.54,81,64,23.3,66,66,3.58,1144,16.36,7.4,7.5,5.1,0,1,51.5,Cameroon,475440.0,34.410230523304726
173,6,2010,24.3,29.1,144.4315,1.36,62,65,25.9,74,65,0.17,2856,0.24,1.5,1.4,6.7,0,1,69.1,Vanuatu,12200.0,19.672131147540984
72,3,2004,6.7,7.9,180.2155,13.28,88,99,26.2,99,99,0.08,10797,10.11,2.1,2.1,10.6,1,0,72.6,Hungary,93030.0,108.67462108997098
67,0,2003,89.5,144.9,333.165,0.18,57,64,22.0,61,57,1.22,653,8.75,9.7,9.7,1.5,0,1,51.9,Guinea,245857.0,35.589794067283016
43,3,2012,2.6,3.1,54.618,10.58,96,88,26.8,99,99,0.06,24217,1.14,0.9,1.0,11.8,1,0,79.8,Cyprus,9250.0,123.24324324324324
20,7,2000,8.7,9.9,121.234,3.87,92,74,24.8,87,85,0.08,2848,3.75,3.3,3.2,7.0,0,1,74.4,BosniaandHerzegovina,51129.0,73.34389485419234
96,3,2008,2.4,3.0,71.6035,11.99,94,86,26.0,96,99,0.09,110095,0.49,0.9,0.9,11.7,1,0,80.5,Luxembourg,2586.0,189.48182521268367
20,7,2007,7.2,8.3,106.9245,5.03,94,95,25.2,95,95,0.08,3910,3.76,2.8,2.8,7.5,0,1,75.5,BosniaandHerzegovina,51129.0,73.53947857380352
173,6,2013,24.3,29.1,135.872,1.61,64,65,26.0,78,64,0.17,2751,0.26,1.5,1.4,6.8,0,1,69.6,Vanuatu,12200.0,21.311475409836067
140,0,2014,12.6,14.7,152.1215,8.44,99,98,26.6,99,99,3.5,14672,0.09,5.7,6.0,9.4,0,1,73.2,Seychelles,455.0,197.8021978021978
10,2,2015,12.0,14.0,158.589,9.27,95,83,27.9,95,95,0.34,31699,0.37,2.5,2.5,11.1,0,1,73.1,"Bahamas,The",13940.0,26.54232424677188
162,2,2001,24.5,27.7,191.866,4.7,86,80,26.0,91,91,0.4,11074,1.27,6.6,7.1,9.3,0,1,69.7,TrinidadandTobago,5128.0,247.65990639625585
152,8,2015,18.2,20.3,170.129,4.75,89,21,26.5,78,89,0.47,9168,0.56,3.5,3.5,8.4,0,1,71.2,Suriname,163270.0,3.429901390335028
96,3,2015,2.3,2.8,54.393,11.37,94,86,26.3,99,99,0.1,105462,0.57,1.0,0.9,12.0,1,0,82.3,Luxembourg,2586.0,220.41763341067286
36,0,2011,60.5,82.0,239.043,0.11,83,64,23.9,85,83,0.02,1228,0.71,7.0,6.8,4.4,0,1,62.2,Comoros,2170.0,327.1889400921659
133,7,2003,12.9,16.1,323.8525,11.32,94,96,25.9,97,96,0.08,6370,144.65,2.6,2.8,11.4,0,1,65.0,RussianFederation,17075200.0,8.471350262368816
57,3,2007,2.8,3.5,95.089,10.45,88,92,25.9,97,99,0.08,46213,5.29,0.9,0.8,12.0,1,0,79.3,Finland,338145.0,15.644176314894498
130,3,2010,3.1,3.8,86.146,11.26,97,95,25.8,97,98,0.16,19670,10.57,0.7,0.5,8.1,1,0,79.0,Portugal,92391.0,114.40508274615493
83,4,2005,19.7,23.2,122.7175,0.51,95,92,28.2,95,95,0.13,4341,5.77,3.9,3.8,9.7,0,1,72.6,Jordan,92300.0,62.51354279523294
84,1,2009,20.0,22.5,247.1405,3.16,99,99,26.0,99,98,0.11,8488,16.09,2.3,2.5,11.5,0,1,68.4,Kazakhstan,2717300.0,5.921318956316933
51,0,2014,69.9,96.8,327.5505,8.64,53,64,23.9,55,20,4.04,12927,1.12,8.5,8.4,5.5,0,1,57.0,EquatorialGuinea,28051.0,39.92727531995294
95,3,2012,4.2,5.2,179.772,14.97,93,93,26.4,93,93,0.09,12679,2.99,2.7,2.7,11.7,1,0,73.9,Lithuania,65200.0,45.85889570552147
60,0,2012,43.2,67.7,270.0,2.74,98,64,23.6,98,98,1.08,685,1.91,7.8,7.7,3.1,0,1,60.2,"Gambia,The",11300.0,169.02654867256638
73,7,2009,2.2,2.8,56.594,7.24,88,93,26.0,96,96,0.05,49527,0.32,0.9,0.9,10.5,1,0,81.8,Iceland,103000.0,3.1067961165048543
4,2,2013,7.1,8.5,132.9015,9.43,99,87,26.4,98,99,0.2,13554,0.09,3.3,3.3,9.2,0,1,76.2,AntiguaandBarbuda,443.0,203.16027088036117
49,0,2014,20.5,24.3,151.4815,0.19,94,64,29.3,94,94,0.13,3490,90.42,2.8,2.8,7.0,0,1,71.1,"Egypt,ArabRep.",1001450.0,90.28908083279245
170,5,2008,6.5,7.6,107.758,8.74,94,86,28.4,94,96,0.13,53854,304.09,0.7,0.6,13.2,1,0,78.0,UnitedStates,9631420.0,31.57270682827662
94,0,2015,11.4,13.3,134.7895,0.01,97,97,28.0,97,97,0.08,7590,6.42,5.8,5.5,7.3,0,1,72.1,Libya,1759540.0,3.648680905236596
132,3,2012,9.5,11.2,135.6795,9.66,96,90,26.3,92,91,0.04,8005,20.06,2.8,3.0,10.9,1,0,74.4,Romania,237500.0,84.46315789473684
91,4,2008,9.8,11.4,71.4135,1.57,81,65,27.0,75,81,0.03,7961,4.76,4.7,4.7,7.8,0,1,77.9,Lebanon,10400.0,457.6923076923077
38,0,2006,53.1,79.8,359.3415,1.3,71,64,22.5,73,73,2.15,2269,3.75,8.7,8.3,5.9,0,1,56.6,"Congo,Rep.",342000.0,10.964912280701755
153,3,2005,3.0,3.6,65.34,6.53,60,95,25.5,98,98,0.08,45990,9.03,1.3,1.3,12.4,1,0,80.5,Sweden,449964.0,20.06827212843694
118,0,2010,61.9,121.9,267.262,0.11,70,64,21.5,75,70,0.08,443,16.46,1.7,1.6,1.4,0,1,57.3,Niger,1267000.0,12.991318074191001
